XDC Network,XDC,0.092246,0.192754,False,False,2025-02-05 18:37:25
Injective,INJ,14.72,52.62,False,False,2025-02-05 18:37:25
Bonk,BONK,1.866e-05,5.825e-05,False,False,2025-02-05 18:37:25
Sonic (prev. FTM),S,0.449886,1.029,False,False,2025-02-05 18:37:25
Rocket Pool ETH,RETH,3141.89,4814.31,False,False,2025-02-05 18:37:25
NEXO,NEXO,1.39,4.07,False,False,2025-02-05 18:37:25
Worldcoin,WLD,1.35,11.74,False,False,2025-02-05 18:37:25
The Graph,GRT,0.140308,2.84,False,False,2025-02-05 18:37:25
Mantle Staked Ether,METH,2967.39,4729.53,False,False,2025-02-05 18:37:25
Quant,QNT,91.76,427.42,False,False,2025-02-05 18:37:25
DeXe,DEXE,21.89,32.38,False,False,2025-02-05 18:37:25
Flare,FLR,0.02102131,0.150073,False,False,2025-02-05 18:37:25
Usual USD,USD0,0.997748,1.33,False,False,2025-02-05 18:37:25
JasmyCoin,JASMY,0.02399682,4.79,False,False,2025-02-05 18:37:25
Sei,SEI,0.244319,1.14,False,False,2025-02-05 18:37:25
Marinade Staked SOL,MSOL,260.07,363.77,False,False,2025-02-05 18:37:25
GALA,GALA,0.02368582,0.824837,False,False,2025-02-05 18:37:25
Onyxcoin,XCN,0.03112459,0.184139,False,False,2025-02-05 18:37:25
The Sandbox,SAND,0.410443,8.4,False,False,2025-02-05 18:37:25
Virtuals Protocol,VIRTUAL,1.51,5.07,False,False,2025-02-05 18:37:25
FLOKI,FLOKI,9.967e-05,0.00034495,False,False,2025-02-05 18:37:25
EOS,EOS,0.619223,22.71,False,False,2025-02-05 18:37:25
